station_name,station_ids,first_id
Clark St & Wellington Ave,"CHI00377, TA1307000136",TA1307000136
Blackstone Ave & Hyde Park Blvd,"13398, CHI00520",13398
Kedzie Ave & 52nd St,"21384, 384, CHI01849",384
Public Rack - Christiana Ave & Belmont Ave,"499, CHI01278",499
Greenwood Ave & 97th St,"20238, CHI00879",20238
Public Rack - Pulaski Rd & 44th St,"833, CHI01272",833
Public Rack - Legler Regional Library,"526, CHI01265",526
Public Rack - Kedzie Ave & Chicago Ave,"1055, CHI01507",1055
Albany Ave & 16th St,"422, CHI00907",422
Western Ave & 111th St,"20205, CHI00872",20205
Public Rack - Kedzie Ave & 58th St,"775, CHI01289",775
South Chicago Ave & Elliot Ave,"665, CHI01315",665
Public Rack - Prairie Ave & Garfield Blvd N,"954, CHI01433",954
Public Rack - Pulaski Rd & Grenshaw St,"1067, CHI01519",1067
Kildare & Cermak,"333.0, CHI01374",333.0
Public Rack - Chase Ave & Touhy Ave - NE,"482, CHI00954",482
Public Rack - Rutherford Ave & Belmont Ave,"808, CHI01199",808
Public Rack - Halsted St & 63rd St,"745, CHI01247",745
Public Rack - Ashland Ave & 45th St  S,"845, CHI01259",845
Public Rack - Laflin St & 51st St,"915, CHI01381",915
Public Rack - Stony Island & 95th St,"701, CHI01126",701
Public Rack - Emerald Ave & 43rd St,"911, CHI01377",911
Public Rack - Exchange Ave & 73rd Pl,"947, CHI01413",947
Public Rack - Kedzie & 103rd St - W,"686, CHI01065",686
Wells St & Institute Pl,"22001, CHI01928",22001
Public Rack - 532 E 43rd St,"913, CHI01379",913
Public Rack - Green St & 103rd St,"878, CHI01345",878
Public Rack - Mackinaw Ave & 108th St,"611, CHI00759",611
Public Rack - Neva Ave & Grand Ave,"805, CHI01027",805
Steelworkers Park,"20241, 24394, CHI01962",20241
Wentworth Ave & Cermak Rd*,"CHI02021, chargingstx07",chargingstx07
Woodlawn Ave & 58th St,"22002, CHI01996",22002
Monticello Ave & Lawrence Ave,"23108, CHI01777",23108
Lincoln Ave & Melrose St,"CHI00477, TA1309000042",TA1309000042
Halsted St & Fulton St,"23003, CHI01880",23003
Elizabeth St & Randolph St,"23001, CHI01903",23001
Streeter Dr/Grand Ave,"CHI00588, PI00002",PI00002
Western Ave & Fillmore St,"644, CHI00768",644
Ridge Blvd & Howard St,"514, CHI01041",514
Clark St & Jarvis Ave,"517, CHI01212",517
University Ave & 59th St,"22003, CHI01913",22003
Fairfield Ave & Pratt Blvd,"24148, CHI01780",24148
Leavitt St/North Ave,"CHI00649, PI00003",PI00003
Springfield Ave & North Ave,"23191, CHI01826",23191
Racine Ave & Fullerton Ave,"CHI00273, TA1306000026",TA1306000026
St Louis Ave & Foster Ave,"23112, CHI01539",23112
Lincoln Ave & Byron St,"23002, CHI01879",23002
Public Rack - Milwaukee Ave & Culyer Ave,"1110.0, CHI01570",1110.0
Public Rack - Kostner & Peterson,"1213.0, CHI01704",1213.0
Public Rack - Kedvale Ave & Peterson Ave,"1147.0, CHI01607",1147.0
California Ave & Touhy Ave,"24151, CHI01834",24151
21st St & Pulaski Rd,"21331, CHI01823",21331
Public Rack - Cicero Ave & Belle Plaine Ave,"1108.0, CHI01568",1108.0
Public Rack - Melvina & Foster,"1200.0, CHI01717",1200.0
Kostner Ave & Bryn Mawr Ave,"24153, CHI01818",24153
Pulaski Rd & Eddy St,"CHI00538, KA1504000141",KA1504000141
Public Rack - Lavergne Ave & Belle Plaine Ave,"1111.0, CHI01571",1111.0
McCormick Blvd & Devon Ave,"23101, 488, CHI01881",23101
Kilbourn Ave & Roscoe St,"21360, CHI01857",21360
Evanston Civic Center,"661, CHI01222",661
Central Park Ave & Washington Blvd,"23210, CHI01808",23210
Karlov Ave & Lawrence Ave,"23107, CHI01800",23107
Lavergne Ave & Fullerton Ave,"21356, CHI01850",21356
Laramie Ave & Gladys Ave,"543, CHI00684",543
Wentworth Ave & 24th St,"CHI00409, TA1308000026",TA1308000026
Karlov Ave & Armitage Ave,"23190, CHI01825",23190
Public Rack - Kenton & Lawrence,"1223.0, CHI01690",1223.0
Drexel Ave & 60th St,"22005, CHI01902",22005
Keeler Ave & Carmen Ave,"23110, CHI00959",23110
Damen Ave & 81st St,"23120, CHI01545",23120
Kenosha Ave & Wellington Ave,"21361, CHI01858",21361
Sacramento Ave & Lunt Ave,"24149, CHI01779",24149
Francisco Ave & 85th St,"23119, CHI01546",23119
Public Rack - Lake Park Ave & 44th St,"787, CHI01130",787
Public Rack - Touhy Ave & Oconto Ave,"1172.0, CHI01629",1172.0
Public Rack - Prairie Ave & Garfield Blvd S,"906, CHI01371",906
Kostner Ave & Belmont Ave,"23172, CHI01765",23172
Public Rack - Greenwood Ave & Lake Park Ave,"788, CHI01283",788
Kedzie Ave & Redfield Dr,"23139, CHI01795",23139
Public Rack - Avers & Lawrence,"1226.0, CHI01669",1226.0
Kenneth Ave & Lawrence Ave,"23106, CHI01945",23106
Dan Ryan Woods & 83rd St,"23123, CHI01778",23123
Public Rack - Lawrence Ave & Kimball Ave,"1132.0, CHI01592",1132.0
Public Rack - Bryn Mawr Ave & Spaulding Ave,"1150.0, CHI01610",1150.0
Public Rack - Natoma Ave & Bryn Mawr Ave,"1140.0, CHI01600",1140.0
Marmora Ave & Irving Park Rd,"23162, CHI01804",23162
Public Rack - Nagel & Higgins,"1199.0, CHI01738",1199.0
Damen Ave & 33rd St,"471, CHI00939",471
Public Rack - Monticello & Lawrence,"1227.0, CHI01688",1227.0
Artesian Ave & 71st St,"23141, CHI01770",23141
Public Rack - Peterson Park,"1277.0, CHI01735",1277.0
Public Rack - Minuteman Park,"1090.0, CHI01550",1090.0
Public Rack - Hollywood Park,"1276.0, CHI01734",1276.0
Public Rack - Pulaski & Rosemont,"1214.0, CHI01699",1214.0
Kedzie Ave & 66th Pl,"23143, CHI01785",23143
Mango Ave & Diversey Ave,"23175, CHI01762",23175
Public Rack - Leoti Ave & Central Ave (south),"1167.0, CHI01624",1167.0
Pershing Rd & Sacramento Ave,"21339, CHI00912",21339
Harding Ave & Chicago Ave,"24207, CHI01853",24207
Public Rack - 63rd Pl & Narraganssett Ave,"1085.0, CHI01537",1085.0
Public Rack - Avenue J & 106th St,"615, CHI01103",615
Public Rack - Richard Daley College,"1279.0, CHI01676",1279.0
Public Rack - Kinzua Ave & Devon Ave,"1161.0, CHI01618",1161.0
Cicero Ave & Wrightwood Ave,"23180, 547, CHI01763",23180
Public Rack - Kimball Ave & Lawrence Ave,"1134.0, CHI01594",1134.0
Public Rack - Forest Glen & Peterson,"1212.0, CHI01714",1212.0
Public Rack - Milwaukee Ave & Pensacola Ave,"1112.0, CHI01572",1112.0
Public Rack - Jeffery Blvd & 67th St,"753, CHI00974",753
Kildare Ave & North Ave,"23192, CHI01827",23192
Public Rack - Milwaukee Ave & Warner Ave,"1107.0, CHI01567",1107.0
Public Rack - Austin & Higgins,"1201.0, CHI01715",1201.0
Springfield Ave & 71st St,"23137, CHI01796",23137
Kildare Ave & Division St,"21303, 303, CHI00824",21303
Public Rack - Cumberland & Catherine,"1182.0, CHI01639",1182.0
Marshfield Ave & 59th St,"560, CHI01045",560
Laramie Ave & Addison St,"23167, CHI01789",23167
St Louis Ave & Norman Bobbins Pl,"21385, CHI01845",21385
Public Rack - Normal Blvd & 61st Pl,"908, CHI01373",908
Public Rack - Throop St & 58th St,"770, CHI01132",770
Public Rack - Halsted St & 113th St,"973, CHI01409",973
Public Rack - Holbrook St & Milwaukee Ave,"1141.0, CHI01601",1141.0
Public Rack - Central Ave & Lawrence Ave,"1119.0, CHI01579",1119.0
Public Rack - Aida Food Market,"888, CHI01355",888
Blackstone Ave & 59th St,"22004, CHI01806",22004
Kedzie Ave & 73rd St,"23136, CHI01802",23136
Central Ave & Altgeld St,"23182, CHI01760",23182
Public Rack - Laramine Ave & Winnemac Ave,"1126.0, CHI01586",1126.0
Kedzie Ave & 83rd St,"23117, CHI01544",23117
Wells St & Randolph St,"CHI00266, TA1305000030",TA1305000030
Public Rack - Odell & Talcott,"1187.0, CHI01644",1187.0
Public Rack - Buffalo Ave & 133rd St,"672, CHI00784",672
Central Park Ave & 66th St,"24144, CHI01812",24144
Public Rack - Milwaukee Ave & Kennedy Expy,"1125.0, CHI01585",1125.0
Public Rack - Irving Park Rd & Melvina Ave,"1106.0, CHI01566",1106.0
Public Rack - Menard Ave & Belmont Ave,"562, CHI01044",562
Public Rack - Wilbur Wright College South,"1280.0, CHI01675",1280.0
Public Rack - Lockwood & Archer,"1235.0, CHI01724",1235.0
Western Ave & 62nd St,"348, CHI00899",348
Public Rack - Olmstead Ave & Oliphant Ave,"1155.0, CHI01613",1155.0
Public Rack - Imlay & Milwaukee,"1176.0, CHI01633",1176.0
Paulina Ave & 87th St,"23122, CHI01786",23122
Public Rack - Langley Ave & 49th St,"1012, CHI01467",1012
Cicero Ave & Roscoe Ave,"23165, CHI01801",23165
California Ave & Francis Pl,"13259, CHI00512",13259
Public Rack - Leamington & Elston,"1204.0, CHI01707",1204.0
Campbell Ave & Augusta Blvd,"410, CHI00888",410
Kilbourn Ave & Belden Ave,"21359, CHI01856",21359
Artesian Ave & Marquette Rd,"23142, CHI01793",23142
Public Rack - Harper Ave & 63rd St,"750, CHI01118",750
California Ave & Granville Ave,"23104, CHI01955",23104
St. Louis & 71st St,"23138, CHI01797",23138
Fort Dearborn Dr & 31st St*,"CHI02026, chargingstx06",chargingstx06
Leclaire Ave & Belmont Ave,"23171, CHI01764",23171
Central Ave & Wellington Ave,"23173, CHI01759",23173
Harding Ave & Division St,"24203, CHI01829",24203
Western Ave & 79th St,"23131, 714, CHI01803",23131
Public Rack - Milwaukee Ave & Higgins Ave,"1121.0, CHI01581",1121.0
Public Rack - Haft Ave & Milwaukee Ave,"1142.0, CHI01602",1142.0
Public Rack - Milwaukee Ave & Catalpa Ave,"1120.0, CHI01580",1120.0
Sacramento Ave & Pratt Blvd,"24147, CHI01832",24147
Public Rack - Forest Glen Station ,"1284.0, CHI01740",1284.0
Francisco Ave & Chicago Ave,"411, CHI00901, CHI02080",411
Damen Ave/Coulter St,"CHI00624, PI00001",PI00001
Bernard St & Peterson Ave,"24158, CHI01892",24158
Public Rack - Springfield Ave & Lawrence Ave,"1131.0, CHI01591",1131.0
Public Rack - Hiawatha & Mendota,"1175.0, CHI01632",1175.0
Stony Island Ave & 63rd St,"653B, CHI02031",653B
Public Rack - Overhill Ave & Touhy Ave,"1171.0, CHI01628",1171.0
Public Rack - Kingston Ave & 75th St,"949, CHI01426",949
Laramie Ave & Irving Park Rd,"23163, CHI01771",23163
Public Rack - Nashotah & Northwest Hwy,"1195.0, CHI01667",1195.0
Public Rack - Washington Park Ct & 51st St,"1072, CHI01524",1072
Narragansett Ave & McLean Ave,"21309, CHI00805",21309
Marshfield Ave & 44th St,"549, CHI01069",549
Public Rack - Milwaukee Ave & Lawrence Ave,"1123.0, CHI01583",1123.0
Public Rack - McVicker & 52nd,"1233.0, CHI01685",1233.0
Public Rack - King Dr & 71st St,"995, CHI01461",995
California Ave & 71st St,"23140, CHI01798",23140
Public Rack - Kenneth & Carmen,"1225.0, CHI01679",1225.0
Public Rack - Central Ave & Pensacola Ave,"1102.0, CHI01562",1102.0
Hamlin Ave & Grand Ave,"372, CHI00885",372
Kedzie Ave & Jackson Blvd,"24213, CHI01831",24213
Pine Ave & Division St,"24200, CHI01926",24200
Public Rack - Irving Park Rd & Leclaire Ave,"1113.0, CHI01573",1113.0
Public Rack - Cottage Grove Ave & 98th St,"699, CHI01125",699
Public Rack - Clyde Ave & 87th St,"986, CHI01452",986
Public Rack - Halsted St & 41st St,"912, CHI01378",912
Public Rack - Central & Leland,"1192.0, CHI01671",1192.0
Public Rack - Kimball & Ardmore,"1219.0, CHI01695",1219.0
Public Rack - Milwaukee Ave & Leland Ave,"1115.0, CHI01575",1115.0
Public Rack - Mont Clare Ave & Higgins Ave,"1118.0, CHI01578",1118.0
Mason Ave & Grand Ave,"1523185.1, CHI02017",1523185.1
Public Rack - Central Park & Peterson,"1218.0, CHI01691",1218.0
Public Rack - Sayer & Northwest Hwy,"1177.0, CHI01634",1177.0
Public Rack - Kedzie Ave & Walnut St,"1062, CHI01514",1062
Public Rack - Central Park & Bryn Mawr,"1222.0, CHI01657",1222.0
Public Rack - Langley Ave & 105th Pl,"610, CHI00997",610
Public Rack - Lynch & Elston,"1205.0, CHI01655",1205.0
Mayfield Ave & Roosevelt Rd,"21367, CHI01904",21367
Public Rack - Octavia Ave & Touhy Ave,"1173.0, CHI01630",1173.0
Public Rack - Cicero & 64th,"1242.0, CHI01729",1242.0
Public Rack - Keating & Peterson,"1211.0, CHI01712",1211.0
Public Rack - Delphina & Foster,"1181.0, CHI01638",1181.0
Columbus Ave & 79th St,"23128, CHI01805",23128
Public Rack - West Chatham Park,"656, CHI01058",656
Public Rack - Milwaukee Ave & Sunnyside Ave,"1109.0, CHI01569",1109.0
Indiana Ave & 133rd St,"20240, 24409, CHI00827, CHI01933",20240
Public Rack - Ottowa Ave & Touhy Ave,"1170.0, CHI01627",1170.0
Wood St & 84th St,"23124, CHI01781",23124
Public Rack - Lawndale Ave & Polk St,"522, CHI00666",522
Public Rack - Lotus Ave & Lawrence Ave,"1124.0, CHI01584",1124.0
Public Rack - Linder Ave & 64th Pl,"1084.0, CHI01536",1084.0
Pulaski Rd & 84th St,"23115, CHI01753",23115
Public Rack - Elston Ave & Gunnison St,"1130.0, CHI01590",1130.0
Public Rack - Irving Park Rd & Austin Ave,"1104.0, CHI01564",1104.0
Public Rack - Northwest Hwy & Bryn Mawr,"1197.0, CHI01654",1197.0
Wellington Ave & Mulligan Ave,"21351, CHI01899",21351
Public Rack - Michigan Ave & 119th St,"927, CHI01393",927
Lawler Ave & North Ave,"24198, CHI01830",24198
Public Rack - Canfield & Victoria,"1183.0, CHI01640",1183.0
Public Rack - Parkside & Elston,"1207.0, CHI01708",1207.0
Scottsdale Park,"23113, CHI01754",23113
Public Rack - Mango & Higgins,"1202.0, CHI01672",1202.0
Racine Ave & 57th St,"647, CHI01080",647
Damen Ave & 87th St,"23121, CHI01761",23121
Public Rack - Bryn Mawr Ave & Milwaukee Ave,"1146.0, CHI01606",1146.0
Public Rack - Washtenaw Ave & 63rd St,"758, CHI00987",758
Public Rack - Jeffery Blvd & 83rd St,"667, CHI00800",667
Public Rack - Oketo & Northwest Hwy,"1179.0, CHI01636",1179.0
Public Rack - Fullerton Ave & Lavergne Ave,"965, CHI01439",965
Public Rack - Garfield Park Conservatory,"1059, CHI01511",1059
Central Park Ave & Ardmore Ave,"24157, CHI01863",24157
Public Rack - Harlem & Palatine,"1178.0, CHI01635",1178.0
Columbus Ave & 83rd Pl,"23116, CHI01752",23116
Public Rack - Parkside & 63rd,"1240.0, CHI01650",1240.0
Pulaski Rd & 68th St,"24145, CHI01813",24145
Public Rack - St Louis & Lincoln,"1216.0, CHI01696",1216.0
Grace St & Central Ave,"23164, CHI01799",23164
Public Rack - Christiana & Lincoln,"1217.0, CHI01689",1217.0
Kostner Ave & Devon Ave,"24155, CHI01766",24155
Kedvale Ave & Peterson Ave,"24159, CHI01905",24159
Public Rack - Lowe Park,"817, CHI01223",817
Public Rack - Homan Ave & Lake St,"1060, CHI01512",1060
Public Rack - Winona St & Elston Ave,"1122.0, CHI01582",1122.0
Public Rack - Neola & Northwest Hwy,"1193.0, CHI01716",1193.0
Public Rack - Brighton Park Branch Chicago Library,"784, CHI01113",784
Public Rack - Irving Park Rd & Parkside Ave,"1105.0, CHI01565",1105.0
Public Rack - Albany Ave & 63rd St,"756, CHI01331",756
Public Rack - Talman Ave & Pershing Rd,"1040, CHI01494",1040
Public Rack - Hoyne Ave & 51st St,"1045, CHI01499",1045
Public Rack - Elston Ave & Kenneth Ave,"1129.0, CHI01589",1129.0
Mozart St & 79th St,"23129, CHI01817",23129
Public Rack - Wentworth Park,"1278.0, CHI01663",1278.0
Public Rack - Vincennes Ave & 95th Pl,"618, CHI00764",618
Public Rack - Western Ave & 96th St,"991, CHI01457",991
Public Rack - Cicero & Rosemont,"1210.0, CHI01702",1210.0
Public Rack - Chase Ave & Touhy Ave - NW,"481, CHI00952",481
Public Rack - Karlov Ave & Kamerling Ave,"520, CHI01017",520
Public Rack - Menard Ave & Dakin St - midblock,"559, CHI01167",559
S Wentworth Ave & W 111th St,"20128, CHI00826",20128
Public Rack - Menard Ave & Adams Blvd,"792, CHI01210",792
Public Rack - Kostner Ave & North Ave,"519, CHI01219",519
Public Rack - Martin Luther King Dr & 69th St,"746, CHI01115",746
Public Rack - Langley Ave & Oakwood Blvd,"957, CHI01428",957
Public Rack - Central Park Ave & Fulton Blvd,"1061, CHI01513",1061
Public Rack - Chappel Ave & 71st St,"737, CHI01195",737
Public Rack - Al Raby School,"521, CHI01286",521
Public Rack - Lake Shore Dr & Hayes Dr,"952, CHI01427",952
Public Rack - Ewing Ave & 107th St,"979, CHI01445",979
Public Rack - Austin Ave & Wellington Ave,"564, CHI01288",564
Woodlawn Ave & 75th St,"569, CHI00710",569
Public Rack - Central Ave & North Ave,"568, CHI01202",568
Public Rack - Hamlin Ave & Madison St,"1020, CHI01475",1020
Public Rack - Ashland Ave & 83rd St,"993, CHI01459",993
Public Rack - Pulaski Rd & Flournoy St,"1021, CHI01476",1021
Public Rack - Saginaw Ave & 93rd St,"942, CHI01408",942
Public Rack - East End Ave & 87th St,"883, CHI01350",883
Public Rack - Homan Ave & 111th St,"674, CHI00785",674
Public Rack - Vincennes Ave & 77th St,"946, CHI01418",946
Public Rack - Cornell Ave & 87th Pl,"941, CHI01407",941
Public Rack - Central Park Ave & Ogden Ave,"532, CHI00673",532
Public Rack - Pulaski Rd & 5th Ave,"960, CHI01434",960
Public Rack - Buffalo Ave & 89th St,"846, CHI01152",846
Public Rack - Foster Ave & Drake Ave,"1017, CHI01472",1017
Public Rack - Ewing Ave & 106th St,"980, CHI01446",980
Public Rack - Champlain Ave & 134th St,"670, CHI00777",670
Public Rack - Ewing Ave & 106th St NW,"612, CHI01077",612
Public Rack - Laflin St &51st ST,"1042, CHI01496",1042
Public Rack - Peterson Ave & Drake Ave,"1015, CHI01470",1015
Public Rack - Kostner Ave & 16th St,"934, CHI01400",934
Public Rack - Houston Ave & 130th St,"936, CHI01402",936
Public Rack - Norwood Park Station ,"1275.0, CHI01723",1275.0
Kedzie Ave & Archer Ave,"24243, 836, CHI01885",24243
Granville Ave & Pulaski Rd,"24156, CHI02053",24156
Archer Ave & Homan Ave,"24246, CHI01838",24246
Harlem Ave & Irving Park Rd,"21326, CHI01843",21326
Monitor Ave & Division St,"24199, CHI01873",24199
Public Rack - Bishop St & 46th St,"844, CHI01264",844
Narragansett Ave & Wrightwood Ave,"21314, CHI00812",21314
Western Ave & 43rd St,"24245, CHI01844",24245
Lexington St & California Ave,"23215, CHI01828",23215
Public Rack - N. Oakview and W. Gregory St,"1180.0, CHI01637",1180.0
Public Rack - Northwest Hwy & Neva Ave,"1157.0, CHI01615",1157.0
Harlem Ave & Bloomingdale Ave,"21377, CHI01792",21377
Public Rack - Linder & Elston,"1206.0, CHI01656",1206.0
La Villita Park,"21336, CHI01794",21336
Public Rack - Melvina Ave & Montrose Ave,"1100.0, CHI01560",1100.0
Springfield Ave & 80th St,"23126, CHI01757",23126
Woodlawn & 103rd,"20133, CHI00837",20133
Spaulding Ave & 63rd,"21349, CHI01927",21349
Public Rack - Karlov Ave & Lawrence Ave,"1127.0, CHI01587",1127.0
Grace St & Cicero Ave,"21322, CHI00815",21322
Public Rack - Ashland Ave & 46th St,"842, CHI01296",842
Public Rack - Longwood Dr & 111th St,"899, CHI01364",899
California Ave & 41st St,"24244, CHI01841",24244
Public Rack - Milwaukee Ave & Waveland Ave,"862, CHI01051",862
Mango Ave & North Ave,"24196, CHI01872",24196
Sayre Ave & Diversey Ave,"21352, CHI01871",21352
Public Rack - Kilpatrick & Elston,"1224.0, CHI01662",1224.0
Public Rack - William J Onahan Public School,"1136.0, CHI01596",1136.0
Public Rack - S Menard & W 63rd,"1239.0, CHI01682",1239.0
Public Rack - Norwood Park,"1194.0, CHI01703",1194.0
Public Rack - Kedvale Ave & 63rd St E,"764, CHI01138",764
Marmora Ave & Belmont Ave,"23170, CHI01783",23170
Meade Ave & Fullerton Ave,"24178, CHI01883",24178
Knox Ave & Marquette Ave,"24146, CHI01847",24146
Public Rack - Melvina Ave & Belmont Ave,"561, CHI01180",561
Major Ave & Addison St,"23166, CHI01791",23166
Public Rack - Princeton Ave & 43rd St,"785, CHI01249",785
Harding Ave & 31st St,"24234, CHI01930",24234
Public Rack - Calumet Ave & 103rd St,"609, CHI00758",609
Public Rack - Osceola Ave & Touhy Ave,"1174.0, CHI01631",1174.0
Public Rack - Montrose Ave & Lavergne Ave,"1114.0, CHI01574",1114.0
Public Rack - Central & Prescott,"1208.0, CHI01713",1208.0
Public Rack - Sacramento Blvd & Washington Blvd,"854, CHI01190",854
Public Rack - Hale Ave & 111th St,"901, CHI01366",901
Public Rack - Christiana Ave & 55th St,"774, CHI01311",774
Public Rack - 10101 S Stony Island Ave,"922, CHI01388",922
Public Rack - Peterson Ave & Milwaukee Ave,"1145.0, CHI01605",1145.0
Public Rack - Wilbur Wright College North,"1281.0, CHI01653",1281.0
Public Rack - 63rd St and Nagle Ave,"1086.0, CHI01538",1086.0
Public Rack - Neva & Foster,"1189.0, CHI01674",1189.0
Public Rack - Mulligan & Northwest Hwy,"1196.0, CHI01664",1196.0
Cicero Ave & Wellington Ave,"24174, CHI01864, Cicero Ave & Wellington Ave",24174
Public Rack - S. Kilpatrick and W. 79th,"1257.0, CHI01673",1257.0
Public Rack - Springfield & 79th,"1256.0, CHI01719",1256.0
Public Rack - Neenah & Dakin,"1190.0, CHI01678",1190.0
Western Ave & 81st St,"24130, CHI01809",24130
Public Rack - Lamon Ave & Archer Ave,"780, CHI01123",780
Public Rack - Cottage Grove & 84th St,"664, CHI01281",664
Public Rack - 53rd St & Indiana Ave,"959, CHI01412",959
Lamon Ave & 47th St,"24253, CHI01917",24253
Public Rack - Linder Ave & Archer Ave,"782, CHI01100",782
Public Rack - St Louis & 83rd,"1261.0, CHI01739",1261.0
Public Rack - Keystone Ave & North Ave,"518, CHI01096",518
Public Rack - Baltimore Ave & 132nd St,"584, CHI00726",584
Public Rack - Bensley Ave & 103rd St,"925, CHI01391",925
Public Rack - Loomis Blvd & 47th St,"1043, CHI01497",1043
Nagle Ave & Belmont Ave,"24324, 810, CHI01979",810
Midway Orange Line,"24289, 777, CHI01901",777
Ewing Ave & 106th St,"24402, 612, CHI01948",612
Public Rack - McVicker Ave & Grand Ave,"570, CHI01198",570
Public Rack - Ave L & 105th St,"981, CHI01447",981
Public Rack - Ewing Ave & 95th St,"982, CHI01448",982
Public Rack - Linder Ave & Belmont Ave,"545, CHI00686",545
WEST CHI-WATSON,"DIVVY 001, DIVVY 001 - Warehouse test station",DIVVY 001 - Warehouse test station
Public Rack - California Ave & Touhy Ave - midblock,"477, CHI00945",477
Public Rack - Pulaski Rd & Polk St,"962, CHI01431",962
Baltimore Ave & 133rd St,"24407, 581, CHI01947",581
Griffin Museum of Science and Industry,"CHI00574, KA1503000074",KA1503000074
Long Ave & Diversey Ave,"24326, CHI01932",24326
Public Rack - Ozark Ave & Addison St,"577, CHI00720",577
Public Rack - Bernard St & Foster Ave,"1133.0, CHI01593",1133.0
Public Rack - Houston Ave & 131st St,"585, CHI00727",585
Kilbourn Ave & Diversey Ave,"24323, CHI01993",24323
Public Rack - 2302 S Pulaski Rd,"537, CHI01260",537
Lockwood Ave & Grand Ave,"23187, CHI01758",23187
Lavergne Ave & 44th St,"24252, CHI01944",24252
Komensky Ave & 47th St,"24255, CHI01855",24255
Wood St & 33rd St,"24237, CHI01842",24237
Milwaukee Ave & Agatite Ave,"24367, CHI01938",24367
Public Rack - Austin Blvd & North Ave,"571, CHI01201",571
North Boundary Park,"24150, CHI01820",24150
Public Rack - Austin Ave & Archer Ave,"1096.0, CHI01556",1096.0
Kedzie Ave & 54th Pl,"24266, CHI01919",24266
Public Rack - Cottage Grove Ave & 92nd St,"649, CHI01179",649
Public Rack - Central Ave & Congress Pkwy,"789, CHI01039",789
Public Rack - Nina Ave & Avondale Ave,"1137.0, CHI01597",1137.0
California Ave & Madison St,"24212, CHI01836",24212
Public Rack - Irving Park Rd & Menard Ave,"1103.0, CHI01563",1103.0
Public Rack - Avers & Granville,"1215.0, CHI01648",1215.0
Public Rack - Newland Ave & Diversey Ave,"803, CHI01084",803
Nordica Ave & Medill Ave,"21378, CHI01782",21378
Public Rack - Minnehaha Ave & Devon Ave,"1166.0, CHI01623",1166.0
Public Rack - Pulaski & Ardmore,"1221.0, CHI01721",1221.0
Merrimac Park,"21323, CHI00814",21323
Homan Ave & 77th St,"24135, CHI01811",24135
Public Rack - Devon Ave & Kinzua Ave,"1164.0, CHI01621",1164.0
Public Rack - Ozman & Talcott,"1184.0, CHI01641",1184.0
Public Rack - Oak Park & Higgins,"1198.0, CHI01718",1198.0
Public Rack - Ford City Mall,"1243.0, CHI01711",1243.0
State St & 45th St,"24374, CHI02004",24374
Oconto Ave & Belmont Ave,"  24321, CHI01921",  24321
Public Rack - Stony Is Ave & 73rd St,"735, CHI00988",735
Public Rack - Albany Ave & 103rd St,"689, CHI01107",689
Damen Ave & 77th St,"24132, CHI01807",24132
Public Rack - Leoti Ave & Central Ave (north),"1162.0, CHI01619",1162.0
Wabash Ave & 49th St,"24340, CHI01987",24340
SCOOTERS CLASSIC - 2132 W Hubbard ST,"CHI02046, Hubbard Bike-checking (LBS-WH-TEST)",Hubbard Bike-checking (LBS-WH-TEST)
Laramie Ave & Bloomingdale Ave,"24194, CHI01906",24194
Public Rack - Lafayette Ave & 87th St - NW,"710, CHI01317",710
Linder Ave & Montrose Ave,"24366, CHI01982",24366
Kildare Ave & Archer Ave,"24285, CHI01978",24285
Mulligan Ave & Archer Ave,"24297, CHI01907",24297
Menard Ave & Lawrence Ave,"24369, CHI01910",24369
Milwaukee Ave & Ainslie St,"24370, CHI01942",24370
Burley Ave & 85th St,"24393, CHI01992",24393
Public Rack - Ave N & 106th St,"978, CHI01444",978
Mozart St & 55th St,"24267, CHI01909",24267
Public Rack - Ozanam Ave & Devon Ave,"1154.0, CHI01612",1154.0
Lavergne Ave & Lawrence Ave,"24371, CHI02002",24371
Public Rack - 4810 Keeler Ave,"1128.0, CHI01588",1128.0
Archer Ave & 49th St,"24257, CHI01969",24257
Orange Ave & Addison St,"21320, CHI00810",21320
Public Rack - Normandy Ave & Raven St,"1138.0, CHI01598",1138.0
Public Rack - Mason Ave & Roosevelt Rd,"791, CHI01153",791
Public Rack - Oketo & Talcott,"1186.0, CHI01643",1186.0
Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),"23114, CHI01755",23114
Martin Luther King Dr & 87th St,"24379, CHI01973",24379
University Ave & 65th St,"24376, CHI01994",24376
Hamilton Park,"24347, 725, CHI01916",24347
Kilbourn Ave & 49th St,"24258, CHI01975",24258
Pulaski Rd & 54th St,"24281, CHI01895",24281
Lavergne Ave & Diversey Ave,"24332, CHI01943",24332
Kedzie Ave & 60th St,"24273, CHI01900",24273
Public Rack - Nordica Ave & Higgins Ave,"1117.0, CHI01577",1117.0
Public Rack - Lowe Ave & 94th St,"708, CHI01308",708
Public Rack - Harlem and W. 59th,"1241.0, CHI01700",1241.0
Public Rack - W. Talcott & N. Oriole,"1185.0, CHI01642",1185.0
Burley Ave & 91st St,"24395, CHI01966",24395
Public Rack - Mason Ave & Milwaukee Ave,"1143.0, CHI01603",1143.0
Wabash Ave & 59th St,"24375, CHI02001",24375
Public Rack - Artesian & 71st,"1245.0, CHI01706",1245.0
